ID,Term at Admission (Category),Total Max Term,Gender,County,Race/Ethnicity,Age
4718,21+ Years,LIFE,M,CAMDEN,BL,53
4719,3-5 Years,4Y 6M 8D,M,WARREN,BL,29
4720,3-5 Years,4Y 8M 12D,M,PASSAIC,BL,26
4721,15-20 Years,15Y,M,HUDSON,WH,42
4722,6-10 Years,8Y,M,CAPE MAY,WH,32
4723,6-10 Years,8Y,M,CAPE MAY,BL,21
4724,1-2 Years,1Y 6M 6D,M,ATLANTIC,BL,26
4725,3-5 Years,5Y,M,HUDSON,BL,30
4726,6-10 Years,9Y,M,PASSAIC,BL,26
4728,6-10 Years,8Y,M,PASSAIC,HS,47
4729,21+ Years,30Y,M,OCEAN,HS,37
4730,3-5 Years,5Y,M,MIDDLESEX,BL,25
4731,15-20 Years,20Y,M,PASSAIC,BL,51
4732,3-5 Years,3Y 4M 7D,M,PASSAIC,BL,25
4733,15-20 Years,15Y,M,ESSEX,BL,35
4734,15-20 Years,17Y,M,UNION,HS,31
4735,1-2 Years,2Y 11M 25D,M,MONMOUTH,BL,25
4736,21+ Years,LIFE,M,MIDDLESEX,WH,53
4737,15-20 Years,17Y,M,ESSEX,BL,31
4738,21+ Years,63Y,M,UNION,HS,32
4739,3-5 Years,3Y,M,MONMOUTH,BL,23
4740,6-10 Years,8Y,M,PASSAIC,HS,35
4741,15-20 Years,17Y,M,ESSEX,BL,26
4742,6-10 Years,7Y,M,ESSEX,BL,28
4743,6-10 Years,7Y,M,CUMBERLAND,BL,26
4744,15-20 Years,15Y,M,ESSEX,WH,31
4745,21+ Years,30Y,M,ATLANTIC,HS,55
4746,21+ Years,LIFE4,M,CAMDEN,HS,42
4747,6-10 Years,10Y,M,UNION,BL,28
4748,21+ Years,30Y,M,PASSAIC,HS,36
4749,6-10 Years,8Y,M,ESSEX,BL,52
4750,3-5 Years,4Y,M,CAMDEN,BL,31
4751,21+ Years,26Y,M,ESSEX,BL,27
4752,6-10 Years,7Y,M,ATLANTIC,BL,47
4753,21+ Years,LIFE,M,MERCER,BL,67
4754,11-14 Years,12Y,M,MONMOUTH,BL,28
4755,3-5 Years,3Y,M,BERGEN,BL,29
4756,3-5 Years,5Y,M,MIDDLESEX,HS,22
4757,1-2 Years,2Y 10M 22D,M,HUDSON,BL,25
4758,21+ Years,25Y,M,CUMBERLAND,BL,28
4759,3-5 Years,5Y,M,MIDDLESEX,BL,32
4760,15-20 Years,20Y,M,HUDSON,WH,51
4761,21+ Years,25Y,M,UNION,HS,25
4762,3-5 Years,3Y 9M 15D,M,ESSEX,BL,25
4763,21+ Years,LIFE,M,HUDSON,BL,52
4764,3-5 Years,5Y,M,PASSAIC,WH,28
4765,15-20 Years,20Y,F,MERCER,BL,41
4766,6-10 Years,7Y,M,ESSEX,BL,27
4767,3-5 Years,3Y 6M,M,ESSEX,BL,22
4768,3-5 Years,5Y,M,CAMDEN,BL,29
4769,21+ Years,LIFE,M,OCEAN,WH,52
4770,6-10 Years,6Y,M,ESSEX,BL,24
4771,11-14 Years,12Y,M,MIDDLESEX,BL,33
4772,11-14 Years,11Y,F,SOMERSET,BL,31
4774,21+ Years,LIFE,M,CAMDEN,HS,66
4775,6-10 Years,8Y,M,ESSEX,BL,30
4776,6-10 Years,8Y,M,ESSEX,BL,35
4777,21+ Years,21Y,M,PASSAIC,HS,27
4778,6-10 Years,7Y,M,BURLINGTON,HS,34
4779,21+ Years,LIFE,M,MIDDLESEX,HS,31
4780,6-10 Years,7Y,M,MERCER,BL,32
4781,21+ Years,LIFE,M,PASSAIC,BL,51
4782,3-5 Years,3Y,M,OCEAN,BL,32
4783,3-5 Years,4Y,M,CAMDEN,BL,52
4784,3-5 Years,5Y,M,MERCER,BL,25
4785,6-10 Years,7Y,M,ESSEX,HS,30
4786,6-10 Years,10Y,M,ESSEX,BL,27
4788,6-10 Years,10Y,M,MERCER,BL,26
4790,3-5 Years,5Y,M,ATLANTIC,BL,26
4791,11-14 Years,11Y 2M 2D,M,MONMOUTH,BL,35
4792,11-14 Years,12Y,M,UNION,BL,30
4793,6-10 Years,9Y,M,OCEAN,WH,34
4794,3-5 Years,5Y,M,ATLANTIC,WH,21
4795,6-10 Years,8Y,M,MIDDLESEX,BL,25
4796,6-10 Years,8Y,M,PASSAIC,BL,52
4797,15-20 Years,18Y,M,CAMDEN,BL,30
4798,21+ Years,60Y,F,CUMBERLAND,BL,59
4799,6-10 Years,10Y,F,ESSEX,BL,25
4800,21+ Years,46Y,M,MONMOUTH,WH,32
4801,6-10 Years,10Y,M,HUDSON,BL,31
4802,3-5 Years,3Y 6M,M,ESSEX,BL,33
4803,3-5 Years,3Y 6M,M,ESSEX,BL,22
4804,21+ Years,30Y,M,MIDDLESEX,WH,30
4805,21+ Years,35Y,F,ATLANTIC,BL,34
4806,6-10 Years,7Y,M,ATLANTIC,BL,29
4807,6-10 Years,7Y,M,BERGEN,HS,59
4808,15-20 Years,15Y,M,MERCER,BL,29
4809,3-5 Years,3Y 2M 29D,M,ESSEX,BL,31
4810,21+ Years,50Y,M,MORRIS,HS,30
4811,21+ Years,21Y,M,UNION,BL,27
4812,3-5 Years,5Y,M,UNION,BL,26
4813,6-10 Years,7Y,M,UNION,WH,24
4814,15-20 Years,17Y,M,MERCER,BL,30
4815,11-14 Years,11Y,M,MIDDLESEX,BL,30
4816,3-5 Years,4Y,M,BERGEN,WH,24
4817,6-10 Years,7Y,M,MERCER,BL,50
4818,15-20 Years,15Y,M,MORRIS,HS,37
4819,3-5 Years,5Y,M,CAPE MAY,WH,32
4820,21+ Years,25Y,M,CAMDEN,BL,30
4822,6-10 Years,7Y,M,PASSAIC,HS,74
4823,3-5 Years,5Y,M,MERCER,BL,33
4824,11-14 Years,14Y,M,BURLINGTON,WH,52
4825,3-5 Years,5Y,M,GLOUCESTER,WH,20
4826,11-14 Years,14Y,M,HUDSON,HS,42
4827,21+ Years,LIFE,M,PASSAIC,BL,53
4828,3-5 Years,5Y,M,BERGEN,WH,51
4829,3-5 Years,4Y,F,MONMOUTH,WH,23
4830,3-5 Years,3Y 6M,M,PASSAIC,WH,20
4831,6-10 Years,8Y,M,MIDDLESEX,WH,23
4832,6-10 Years,6Y,M,GLOUCESTER,WH,52
4833,3-5 Years,5Y,M,PASSAIC,WH,31
4834,3-5 Years,5Y,M,MIDDLESEX,HS,34
4835,21+ Years,40Y,M,MONMOUTH,BL,30
4836,3-5 Years,5Y,M,OCEAN,BL,35
4837,3-5 Years,4Y 8M 13D,M,PASSAIC,BL,31
4838,21+ Years,45Y,M,HUDSON,BL,52
4839,3-5 Years,5Y,M,UNION,BL,27
4840,21+ Years,LIFE,M,MERCER,BL,66
4841,3-5 Years,5Y,M,CAMDEN,HS,51
4842,11-14 Years,11Y,M,HUDSON,HS,29
4843,6-10 Years,10Y,M,ESSEX,BL,31
4844,21+ Years,25Y,M,UNION,BL,52
4845,21+ Years,30Y,M,OCEAN,WH,53
4846,15-20 Years,17Y 1M,M,HUDSON,BL,31
4847,3-5 Years,3Y,F,MIDDLESEX,BL,30
4848,6-10 Years,7Y,M,WARREN,HS,32
4849,21+ Years,LIFE,M,BURLINGTON,BL,52
4850,3-5 Years,5Y,M,HUDSON,BL,53
4851,3-5 Years,3Y,M,MIDDLESEX,BL,23
4852,6-10 Years,8Y,M,OCEAN,BL,25
4853,21+ Years,85Y,M,ESSEX,BL,54
4854,21+ Years,70Y,M,MONMOUTH,HW,53
4855,6-10 Years,8Y,M,SOMERSET,HS,27
4856,6-10 Years,7Y,M,CAPE MAY,BL,26
4857,6-10 Years,6Y,M,ESSEX,BL,22
4858,21+ Years,49Y,M,SUSSEX,WH,53
4859,3-5 Years,5Y,M,UNION,BL,29
4860,15-20 Years,15Y,M,MIDDLESEX,WH,33
4861,15-20 Years,20Y,M,BURLINGTON,HS,50
4862,3-5 Years,4Y,M,BERGEN,WH,43
4863,15-20 Years,16Y,M,CAMDEN,BL,51
4864,6-10 Years,7Y,M,CUMBERLAND,BL,29
4865,6-10 Years,10Y,M,CAMDEN,HS,41
4866,6-10 Years,10Y,M,GLOUCESTER,BL,26
4867,6-10 Years,10Y 6M,F,ESSEX,BL,26
4868,3-5 Years,3Y,M,PASSAIC,WH,22
4869,3-5 Years,3Y,M,CAPE MAY,WH,73
4870,11-14 Years,12Y,M,SUSSEX,BL,34
4871,21+ Years,LIFE,M,MIDDLESEX,WH,53
4872,21+ Years,28Y,M,UNION,HS,33
4873,6-10 Years,6Y,F,PASSAIC,WH,23
4874,3-5 Years,4Y,M,MIDDLESEX,BL,25
4875,15-20 Years,15Y,M,HUDSON,BL,29
4876,1-2 Years,2Y 3M 3D,M,UNION,BL,30
4877,6-10 Years,6Y,M,MIDDLESEX,WH,33
4878,21+ Years,31Y,M,BURLINGTON,WH,34
4879,21+ Years,23Y,M,GLOUCESTER,BL,51
4880,21+ Years,LIFE4,M,OCEAN,BL,53
4881,3-5 Years,5Y,M,CUMBERLAND,WH,69
4882,21+ Years,LIFE,M,ESSEX,BL,51
4883,6-10 Years,7Y 7D,M,ATLANTIC,BL,22
4884,21+ Years,35Y,M,CUMBERLAND,WH,33
4885,15-20 Years,16Y,M,OCEAN,WH,46
4886,21+ Years,44Y,M,CAMDEN,BL,55
4887,3-5 Years,5Y,M,MERCER,BL,30
4888,6-10 Years,6Y,M,MIDDLESEX,HS,26
4889,1-2 Years,2Y 5M 19D,M,CAMDEN,BL,24
4890,3-5 Years,5Y,M,CUMBERLAND,BL,22
4891,3-5 Years,5Y,M,ATLANTIC,BL,23
4892,15-20 Years,20Y,F,PASSAIC,BL,55
4893,3-5 Years,3Y,M,MIDDLESEX,BL,38
4894,15-20 Years,15Y,M,HUDSON,HS,48
4895,3-5 Years,5Y,M,MIDDLESEX,BL,27
4896,21+ Years,LIFE,M,MIDDLESEX,BL,52
4897,3-5 Years,3Y 6M,M,ESSEX,BL,21
4898,3-5 Years,4Y,M,SUSSEX,WH,29
4899,3-5 Years,5Y,M,BURLINGTON,WH,27
4900,21+ Years,LIFE,M,CAMDEN,BL,51
4901,6-10 Years,7Y,M,SOMERSET,WH,38
4902,15-20 Years,16Y,M,PASSAIC,BL,25
4903,1-2 Years,1Y 5M 3D,M,CAMDEN,BL,26
4904,6-10 Years,8Y,M,ESSEX,BL,31
4905,1-2 Years,2Y 1M 7D,M,BERGEN,WH,34
4906,3-5 Years,5Y,M,CUMBERLAND,BL,21
4907,21+ Years,28Y,M,PASSAIC,HS,60
4908,3-5 Years,5Y,M,ATLANTIC,BL,23
4909,21+ Years,54Y,M,GLOUCESTER,WH,22
4910,3-5 Years,3Y,M,ATLANTIC,WH,29
4911,6-10 Years,7Y,M,PASSAIC,HS,29
4912,3-5 Years,3Y,M,UNION,BL,27
4913,11-14 Years,13Y,M,HUDSON,BL,31
4914,21+ Years,25Y,M,BURLINGTON,WH,30
4915,1-2 Years,1Y 1M 22D,M,MONMOUTH,BL,20
4916,21+ Years,24Y,M,BERGEN,OA,44
4917,21+ Years,LIFE,M,PASSAIC,BL,51
4918,6-10 Years,10Y,M,HUDSON,HS,32
4919,6-10 Years,7Y,M,BERGEN,WH,26
4920,3-5 Years,5Y,M,SOMERSET,BL,23
4921,6-10 Years,7Y,M,CAMDEN,WH,43
4922,21+ Years,LIFE,M,BERGEN,BL,64
4923,3-5 Years,5Y,M,MERCER,BL,23
4924,3-5 Years,5Y,M,ESSEX,BL,31
4925,11-14 Years,13Y,M,PASSAIC,HS,26
4926,15-20 Years,15Y,M,OCEAN,WH,71
4927,3-5 Years,5Y,M,MIDDLESEX,BL,38
4928,21+ Years,22Y,M,MERCER,BL,34
4929,21+ Years,LIFE,M,PASSAIC,OI,39
4930,11-14 Years,12Y,M,MIDDLESEX,BL,27
4931,3-5 Years,3Y,M,CAMDEN,BL,20
4932,6-10 Years,10Y,M,CAMDEN,BL,28
4933,6-10 Years,8Y,M,CAMDEN,BL,30
4934,21+ Years,98Y,M,UNION,HS,32
4935,3-5 Years,5Y,M,ATLANTIC,BL,30
4936,1-2 Years,1Y,M,CAMDEN,WH,21
4937,3-5 Years,4Y,M,BURLINGTON,BL,23
4938,21+ Years,30Y,M,OCEAN,WH,54
4939,3-5 Years,3Y 6M,M,ESSEX,BL,31
4940,6-10 Years,6Y,M,PASSAIC,BL,22
4941,21+ Years,22Y,M,UNION,WH,33
4942,6-10 Years,7Y,M,UNION,BL,31
